frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65517,149,5,18,65535,10
0,65519,179,6,28,65535,10
0,65516,209,7,26,65535,10
0,65513,239,8,15,65535,10
1,65517,149,5,18,65535,10
1,65519,179,6,28,65535,10
1,65516,209,7,26,65535,10
1,65513,239,8,15,65535,10
2,65464,197,7,48,0,10
2,65453,226,8,43,0,10
2,65474,169,6,89,1,10
2,65464,197,7,132,1,10
2,65453,226,8,117,1,10
2,65443,254,9,63,1,10
2,65464,197,7,141,2,10
2,65453,226,8,125,2,10
2,0,360,12,14,4,10
2,5201,14207,504,7,65534,10
2,5211,14235,505,8,65534,10
2,5221,14264,506,6,65534,10
2,65464,197,7,10,65535,10
2,65453,226,8,9,65535,10
2,4728,14372,504,6,65535,10
2,4737,14400,505,8,65535,10
2,4747,14429,506,5,65535,10
2,65401,334,12,14,4,10
2,10401,10987,504,4,65535,10
2,10422,11008,505,5,65535,10
2,10443,11030,506,4,65535,10
3,65464,197,7,48,0,10
3,65453,226,8,43,0,10
3,65474,169,6,89,1,10
3,65464,197,7,132,1,10
3,65453,226,8,117,1,10
3,65443,254,9,63,1,10
3,65464,197,7,141,2,10
3,65453,226,8,125,2,10
3,0,360,12,14,4,10
3,5201,14207,504,7,65534,10
3,5211,14235,505,8,65534,10
3,5221,14264,506,6,65534,10
3,65464,197,7,10,65535,10
3,65453,226,8,9,65535,10
3,4728,14372,504,6,65535,10
3,4737,14400,505,8,65535,10
3,4747,14429,506,5,65535,10
3,65401,334,12,14,4,10
3,10401,10987,504,4,65535,10
3,10422,11008,505,5,65535,10
3,10443,11030,506,4,65535,10
4,65508,299,10,55,3,10
4,65502,268,9,93,4,10
4,65498,298,10,112,4,10
4,65495,328,11,82,4,10
4,65491,357,12,37,4,10
4,65498,237,8,30,5,10
4,65494,267,9,58,5,10
4,65489,296,10,70,5,10
4,65484,326,11,52,5,10
4,65480,356,12,25,5,10
4,65386,456,16,13,65528,10
4,65377,485,17,16,65528,10
4,65367,513,18,11,65528,10
4,1880,14921,501,3,65532,10
4,1884,14951,502,5,65532,10
4,1887,14981,503,4,65532,10
4,45,478,16,11,65528,10
4,32,509,17,14,65528,10
4,34,539,18,10,65528,10
5,65508,299,10,55,3,10
5,65502,268,9,93,4,10
5,65498,298,10,112,4,10
5,65495,328,11,82,4,10
5,65491,357,12,37,4,10
5,65498,237,8,30,5,10
5,65494,267,9,58,5,10
5,65489,296,10,70,5,10
5,65484,326,11,52,5,10
5,65480,356,12,25,5,10
5,65386,456,16,13,65528,10
5,65377,485,17,16,65528,10
5,65367,513,18,11,65528,10
5,1880,14921,501,3,65532,10
5,1884,14951,502,5,65532,10
5,1887,14981,503,4,65532,10
5,45,478,16,11,65528,10
5,32,509,17,14,65528,10
5,34,539,18,10,65528,10
6,26,419,14,8,0,10
6,214,1698,57,24,0,10
6,218,1727,58,36,0,10
6,166,1763,59,35,0,10
6,214,1698,57,43,1,10
6,163,1733,58,71,1,10
6,166,1763,59,71,1,10
6,11,360,12,47,2,10
6,12,390,13,84,2,10
6,13,420,14,88,2,10
6,14,450,15,54,2,10
6,15,480,16,20,2,10
6,11,360,12,106,3,10
6,12,390,13,193,3,10
6,13,420,14,201,3,10
6,14,450,15,123,3,10
6,15,480,16,42,3,10
6,0,360,12,76,4,10
6,0,390,13,138,4,10
6,0,420,14,144,4,10
6,0,450,15,89,4,10
6,0,480,16,31,4,10
6,65525,360,12,17,5,10
6,65524,390,13,38,5,10
6,65523,420,14,53,5,10
6,65508,449,15,48,5,10
6,65506,479,16,28,5,10
6,0,14949,498,5,65532,10
6,0,14979,499,6,65532,10
6,65070,14912,497,5,65533,10
6,64602,14920,498,8,65533,10
6,65068,14972,499,8,65533,10
6,64598,14980,500,4,65533,10
6,909,1450,57,17,0,10
6,909,1450,57,33,1,10
7,26,419,14,8,0,10
7,214,1698,57,24,0,10
7,218,1727,58,36,0,10
7,166,1763,59,35,0,10
7,214,1698,57,43,1,10
7,163,1733,58,71,1,10
7,166,1763,59,71,1,10
7,11,360,12,47,2,10
7,12,390,13,84,2,10
7,13,420,14,88,2,10
7,14,450,15,54,2,10
7,15,480,16,20,2,10
7,11,360,12,106,3,10
7,12,390,13,193,3,10
7,13,420,14,201,3,10
7,14,450,15,123,3,10
7,15,480,16,42,3,10
7,0,360,12,76,4,10
7,0,390,13,138,4,10
7,0,420,14,144,4,10
7,0,450,15,89,4,10
7,0,480,16,31,4,10
7,65525,360,12,17,5,10
7,65524,390,13,38,5,10
7,65523,420,14,53,5,10
7,65508,449,15,48,5,10
7,65506,479,16,28,5,10
7,0,14949,498,5,65532,10
7,0,14979,499,6,65532,10
7,65070,14912,497,5,65533,10
7,64602,14920,498,8,65533,10
7,65068,14972,499,8,65533,10
7,64598,14980,500,4,65533,10
7,909,1450,57,17,0,10
7,909,1450,57,33,1,10
8,53,417,14,19,0,10
8,56,447,15,33,0,10
8,60,477,16,34,0,10
8,64,506,17,20,0,10
8,53,417,14,40,1,10
8,56,447,15,71,1,10
8,60,477,16,72,1,10
8,64,506,17,43,1,10
8,39,418,14,29,2,10
8,42,448,15,52,2,10
8,45,478,16,53,2,10
8,48,508,17,32,2,10
8,65418,619,21,24,4,10
8,65423,590,20,15,5,10
8,65418,619,21,22,5,10
8,65412,649,22,22,5,10
9,65423,712,24,46,2,10
9,65419,741,25,48,2,10
9,65428,682,23,26,3,10
9,65423,712,24,44,3,10
9,65419,741,25,45,3,10
9,65414,771,26,27,3,10
10,65423,712,24,46,2,10
10,65419,741,25,48,2,10
10,65428,682,23,26,3,10
10,65423,712,24,44,3,10
10,65419,741,25,45,3,10
10,65414,771,26,27,3,10
