frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65513,360,12,46,0,10
0,65512,389,13,69,0,10
0,65510,419,14,64,0,10
0,65494,448,15,37,0,10
0,65513,360,12,86,1,10
0,65499,389,13,132,1,10
0,65497,418,14,123,1,10
0,65494,448,15,73,1,10
0,65502,359,12,42,2,10
0,65499,389,13,64,2,10
0,65497,418,14,60,2,10
0,65494,448,15,35,2,10
1,65513,360,12,46,0,10
1,65512,389,13,69,0,10
1,65510,419,14,64,0,10
1,65494,448,15,37,0,10
1,65513,360,12,86,1,10
1,65499,389,13,132,1,10
1,65497,418,14,123,1,10
1,65494,448,15,73,1,10
1,65502,359,12,42,2,10
1,65499,389,13,64,2,10
1,65497,418,14,60,2,10
1,65494,448,15,35,2,10
2,65446,349,12,29,0,10
2,65426,374,13,91,0,10
2,65418,403,14,155,0,10
2,65409,432,15,156,0,10
2,65401,461,16,94,0,10
2,65392,490,17,33,0,10
2,4196,14317,497,6,0,10
2,4204,14346,498,6,0,10
2,65435,346,12,56,1,10
2,65426,374,13,177,1,10
2,65418,403,14,299,1,10
2,65395,428,15,301,1,10
2,65386,456,16,184,1,10
2,65377,485,17,65,1,10
2,65423,342,12,35,2,10
2,65414,371,13,115,2,10
2,65405,399,14,197,2,10
2,65395,428,15,202,2,10
2,65386,456,16,125,2,10
2,65377,485,17,45,2,10
2,65414,371,13,14,3,10
2,65392,395,14,26,3,10
2,65381,423,15,27,3,10
2,65371,451,16,17,3,10
2,4653,14143,496,4,65534,10
2,4662,14172,497,8,65534,10
2,4672,14200,498,8,65534,10
2,4681,14229,499,5,65534,10
2,65414,371,13,10,65535,10
2,65405,399,14,19,65535,10
2,65395,428,15,20,65535,10
2,65386,456,16,13,65535,10
2,4188,14288,496,6,65535,10
2,4196,14317,497,11,65535,10
2,4204,14346,498,12,65535,10
2,4213,14374,499,7,65535,10
3,65446,349,12,29,0,10
3,65426,374,13,91,0,10
3,65418,403,14,155,0,10
3,65409,432,15,156,0,10
3,65401,461,16,94,0,10
3,65392,490,17,33,0,10
3,4196,14317,497,6,0,10
3,4204,14346,498,6,0,10
3,65435,346,12,56,1,10
3,65426,374,13,177,1,10
3,65418,403,14,299,1,10
3,65395,428,15,301,1,10
3,65386,456,16,184,1,10
3,65377,485,17,65,1,10
3,65423,342,12,35,2,10
3,65414,371,13,115,2,10
3,65405,399,14,197,2,10
3,65395,428,15,202,2,10
3,65386,456,16,125,2,10
3,65377,485,17,45,2,10
3,65414,371,13,14,3,10
3,65392,395,14,26,3,10
3,65381,423,15,27,3,10
3,65371,451,16,17,3,10
3,4653,14143,496,4,65534,10
3,4662,14172,497,8,65534,10
3,4672,14200,498,8,65534,10
3,4681,14229,499,5,65534,10
3,65414,371,13,10,65535,10
3,65405,399,14,19,65535,10
3,65395,428,15,20,65535,10
3,65386,456,16,13,65535,10
3,4188,14288,496,6,65535,10
3,4196,14317,497,11,65535,10
3,4204,14346,498,12,65535,10
3,4213,14374,499,7,65535,10
4,65311,390,15,14,0,10
4,65296,416,16,17,0,10
4,65265,432,17,13,0,10
4,65418,403,14,18,1,10
4,65311,390,15,33,1,10
4,65296,416,16,39,1,10
4,65265,432,17,29,1,10
4,65311,390,15,13,2,10
4,65281,407,16,15,2,10
4,65339,371,14,18,1,10
5,65381,423,15,10,1,10
6,65381,423,15,10,1,10
7,65311,390,15,10,65535,10
7,65296,416,16,10,65535,10
8,65311,390,15,10,65535,10
8,65296,416,16,10,65535,10
9,65325,398,15,14,65535,10
9,65296,416,16,13,65535,10
10,65325,398,15,14,65535,10
10,65296,416,16,13,65535,10
