frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,255,407,16,9,65535,10
0,271,432,17,8,65535,10
1,255,407,16,9,65535,10
1,271,432,17,8,65535,10
2,None, None, None, None, None
3,None, None, None, None, None
4,None, None, None, None, None
5,None, None, None, None, None
6,None, None, None, None, None
7,141,428,15,10,1,10
7,165,451,16,9,1,10
7,131,399,14,10,65535,10
7,141,428,15,11,65535,10
8,141,428,15,10,1,10
8,165,451,16,9,1,10
8,131,399,14,10,65535,10
8,141,428,15,11,65535,10
9,105,469,16,10,1,10
9,112,498,17,13,1,10
9,118,527,18,12,1,10
10,105,469,16,10,1,10
10,112,498,17,13,1,10
10,118,527,18,12,1,10
11,None, None, None, None, None
12,None, None, None, None, None
13,None, None, None, None, None
14,65381,423,15,26,0,10
14,65371,451,16,39,0,10
14,65361,479,17,35,0,10
14,65350,507,18,19,0,10
14,65395,428,15,27,65534,10
14,65386,456,16,41,65534,10
14,65377,485,17,38,65534,10
14,65300,486,18,28,65534,10
14,65381,423,15,48,65535,10
14,65371,451,16,72,65535,10
14,65361,479,17,64,65535,10
14,65333,501,18,37,65535,10
15,65381,423,15,26,0,10
15,65371,451,16,39,0,10
15,65361,479,17,35,0,10
15,65350,507,18,19,0,10
15,65395,428,15,27,65534,10
15,65386,456,16,41,65534,10
15,65377,485,17,38,65534,10
15,65300,486,18,28,65534,10
15,65381,423,15,48,65535,10
15,65371,451,16,72,65535,10
15,65361,479,17,64,65535,10
15,65333,501,18,37,65535,10
16,65365,384,14,13,65533,10
16,65367,417,15,11,65533,10
16,65377,357,13,20,65534,10
16,65378,390,14,26,65534,10
16,65381,423,15,20,65534,10
16,65184,281,15,10,65533,10
17,65474,324,11,35,0,10
17,65468,354,12,69,0,10
17,65451,381,13,78,0,10
17,65444,410,14,50,0,10
17,65438,439,15,16,0,10
17,65426,374,13,13,1,10
17,2340,14795,499,6,1,10
17,2345,14825,500,6,1,10
17,7007,13205,498,5,2,10
17,7021,13232,499,6,2,10
17,7036,13258,500,5,2,10
17,65378,324,12,72,65533,10
17,65365,351,13,99,65533,10
17,65352,378,14,85,65533,10
17,65339,405,15,45,65533,10
17,65367,318,12,106,65534,10
17,65353,345,13,140,65534,10
17,65339,371,14,115,65534,10
17,65339,405,15,59,65534,10
17,65468,354,12,133,65535,10
17,65463,383,13,150,65535,10
17,65457,413,14,99,65535,10
17,65466,445,15,35,65535,10
17,1876,14891,500,4,2,10
17,65491,357,12,89,65534,10
17,65487,387,13,104,65534,10
17,65311,390,15,25,65535,10
18,65474,324,11,35,0,10
18,65468,354,12,69,0,10
18,65451,381,13,78,0,10
18,65444,410,14,50,0,10
18,65438,439,15,16,0,10
18,65426,374,13,13,1,10
18,2340,14795,499,6,1,10
18,2345,14825,500,6,1,10
18,7007,13205,498,5,2,10
18,7021,13232,499,6,2,10
