frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,65266,238,12,13,65535,10
0,65231,244,13,13,65535,10
1,65255,225,12,19,65535,10
1,65231,244,13,16,65535,10
2,65255,225,12,19,65535,10
2,65231,244,13,16,65535,10
3,65288,218,11,8,65535,10
3,65266,238,12,12,65535,10
3,65231,244,13,10,65535,10
4,65288,218,11,8,65535,10
4,65266,238,12,12,65535,10
4,65231,244,13,10,65535,10
5,65288,218,11,15,65535,10
5,65266,238,12,17,65535,10
5,65243,258,13,11,65535,10
6,65288,218,11,15,65535,10
6,65266,238,12,17,65535,10
6,65243,258,13,11,65535,10
7,65309,240,11,19,0,10
7,65288,262,12,19,0,10
7,65256,271,13,11,0,10
7,65309,240,11,17,65534,10
7,65288,262,12,16,65534,10
7,65299,230,11,38,65535,10
7,65277,250,12,37,65535,10
7,65256,271,13,21,65535,10
8,65384,223,9,48,0,10
8,65367,248,10,71,0,10
8,65350,273,11,62,0,10
8,65322,290,12,32,0,10
8,8460,12434,501,6,1,10
8,8476,12459,502,7,1,10
8,8493,12484,503,5,1,10
8,65392,229,9,63,65534,10
8,65367,248,10,93,65534,10
8,65350,273,11,83,65534,10
8,65333,298,12,44,65534,10
8,65376,217,9,95,65535,10
8,65358,242,10,139,65535,10
8,65340,266,11,122,65535,10
8,65322,290,12,64,65535,10
9,65384,223,9,48,0,10
9,65367,248,10,71,0,10
9,65350,273,11,62,0,10
9,65322,290,12,32,0,10
9,8460,12434,501,6,1,10
9,8476,12459,502,7,1,10
9,8493,12484,503,5,1,10
9,65392,229,9,63,65534,10
9,65367,248,10,93,65534,10
9,65350,273,11,83,65534,10
9,65333,298,12,44,65534,10
9,65376,217,9,95,65535,10
9,65358,242,10,139,65535,10
9,65340,266,11,122,65535,10
9,65322,290,12,64,65535,10
10,65452,257,9,30,0,10
10,65442,285,10,31,0,10
10,62834,3374,144,46,0,10
10,65460,259,9,27,65534,10
10,65452,288,10,28,65534,10
10,65433,314,11,23,65534,10
10,65412,338,12,17,65534,10
10,62853,3351,143,58,65534,10
10,62834,3374,144,79,65534,10
10,61183,0,145,66,65534,10
10,65452,257,9,60,65535,10
10,65442,285,10,59,65535,10
10,65422,310,11,47,65535,10
10,65401,334,12,32,65535,10
10,62719,3239,143,73,65535,10
10,62699,3262,144,100,65535,10
10,62680,3284,145,82,65535,10
10,61213,0,144,35,0,10
10,61243,0,143,56,65534,10
10,61213,0,144,78,65534,10
10,62816,3398,145,66,65534,10
10,4158,1065,143,57,65535,10
10,4188,1072,144,81,65535,10
10,4217,1080,145,68,65535,10
11,65452,257,9,30,0,10
11,65442,285,10,31,0,10
11,62834,3374,144,46,0,10
11,65460,259,9,27,65534,10
11,65452,288,10,28,65534,10
11,65433,314,11,23,65534,10
11,65412,338,12,17,65534,10
11,62853,3351,143,58,65534,10
11,62834,3374,144,79,65534,10
11,61183,0,145,66,65534,10
11,65452,257,9,60,65535,10
11,65442,285,10,59,65535,10
11,65422,310,11,47,65535,10
11,65401,334,12,32,65535,10
11,62719,3239,143,73,65535,10
11,62699,3262,144,100,65535,10
11,62680,3284,145,82,65535,10
11,61213,0,144,35,0,10
11,61243,0,143,56,65534,10
11,61213,0,144,78,65534,10
11,62816,3398,145,66,65534,10
11,4158,1065,143,57,65535,10
11,4188,1072,144,81,65535,10
11,4217,1080,145,68,65535,10
12,51,265,9,33,0,10
12,56,295,10,39,0,10
12,72,322,11,31,0,10
12,51,265,9,61,1,10
12,56,295,10,71,1,10
12,62,324,11,54,1,10
12,42,267,9,33,2,10
12,47,296,10,38,2,10
12,21,330,11,9,65535,10
13,131,270,10,18,0,10
13,144,297,11,38,0,10
13,158,324,12,47,0,10
13,171,351,13,36,0,10
13,131,270,10,37,1,10
13,144,297,11,74,1,10
13,158,324,12,89,1,10
13,171,351,13,66,1,10
13,184,378,14,29,1,10
13,155,292,11,48,2,10
13,158,324,12,55,2,10
13,171,351,13,37,2,10
14,131,270,10,18,0,10
14,144,297,11,38,0,10
14,158,324,12,47,0,10
14,171,351,13,36,0,10
14,131,270,10,37,1,10
14,144,297,11,74,1,10
14,158,324,12,89,1,10
14,171,351,13,66,1,10
14,184,378,14,29,1,10
14,155,292,11,48,2,10
14,158,324,12,55,2,10
14,171,351,13,37,2,10
15,180,312,12,13,0,10
15,195,338,13,16,0,10
15,210,364,14,12,0,10
15,169,318,12,28,1,10
15,195,338,13,34,1,10
15,210,364,14,27,1,10
15,169,318,12,11,2,10
15,183,345,13,14,2,10
15,197,371,14,11,2,10
16,180,312,12,13,0,10
16,195,338,13,16,0,10
16,210,364,14,12,0,10
16,169,318,12,28,1,10
16,195,338,13,34,1,10
16,210,364,14,27,1,10
16,169,318,12,11,2,10
16,183,345,13,14,2,10
16,197,371,14,11,2,10
17,180,312,12,13,0,10
17,195,338,13,16,0,10
17,210,364,14,12,0,10
17,169,318,12,28,1,10
17,195,338,13,34,1,10
17,210,364,14,27,1,10
17,169,318,12,11,2,10
17,183,345,13,14,2,10
17,197,371,14,11,2,10
