frame,x,y,range_idx,peak_value,doppler_idx,xyz_q_format
0,86,685,23,40,0,10
0,90,715,24,79,0,10
0,94,745,25,87,0,10
0,98,774,26,55,0,10
0,94,745,25,12,1,10
0,108,682,23,34,65534,10
0,113,712,24,68,65534,10
0,117,741,25,75,65534,10
0,122,771,26,48,65534,10
0,86,685,23,78,65535,10
0,90,715,24,153,65535,10
0,94,745,25,168,65535,10
0,98,774,26,107,65535,10
0,101,804,27,38,65535,10
1,86,685,23,40,0,10
1,90,715,24,79,0,10
1,94,745,25,87,0,10
1,98,774,26,55,0,10
1,94,745,25,12,1,10
1,108,682,23,34,65534,10
1,113,712,24,68,65534,10
1,117,741,25,75,65534,10
1,122,771,26,48,65534,10
1,86,685,23,78,65535,10
1,90,715,24,153,65535,10
1,94,745,25,168,65535,10
1,98,774,26,107,65535,10
1,101,804,27,38,65535,10
2,108,682,23,18,0,10
2,113,712,24,18,0,10
2,65483,839,28,22,65532,10
2,65482,869,29,24,65532,10
2,65480,899,30,19,65532,10
2,65478,929,31,15,65532,10
2,103,652,22,40,65534,10
2,129,678,23,67,65534,10
2,135,708,24,65,65534,10
2,141,737,25,37,65534,10
2,83,655,22,34,65535,10
2,86,685,23,57,65535,10
2,90,715,24,57,65535,10
2,117,741,25,33,65535,10
3,65495,659,22,14,65530,10
3,65493,689,23,29,65530,10
3,65468,717,24,33,65530,10
3,65466,747,25,23,65530,10
3,65450,685,23,21,65531,10
3,65446,715,24,24,65531,10
3,65442,745,25,17,65531,10
3,113,590,20,33,65532,10
3,118,619,21,57,65532,10
3,124,649,22,57,65532,10
3,108,682,23,33,65532,10
3,71,566,19,20,65533,10
3,75,596,20,65,65533,10
3,79,625,21,109,65533,10
3,83,655,22,107,65533,10
3,86,685,23,61,65533,10
3,75,596,20,36,65534,10
3,79,625,21,57,65534,10
3,83,655,22,54,65534,10
3,86,685,23,29,65534,10
4,65495,659,22,14,65530,10
4,65493,689,23,29,65530,10
4,65468,717,24,33,65530,10
4,65466,747,25,23,65530,10
4,65450,685,23,21,65531,10
4,65446,715,24,24,65531,10
4,65442,745,25,17,65531,10
4,113,590,20,33,65532,10
4,118,619,21,57,65532,10
4,124,649,22,57,65532,10
4,108,682,23,33,65532,10
4,71,566,19,20,65533,10
4,75,596,20,65,65533,10
4,79,625,21,109,65533,10
4,83,655,22,107,65533,10
4,86,685,23,61,65533,10
4,75,596,20,36,65534,10
4,79,625,21,57,65534,10
4,83,655,22,54,65534,10
4,86,685,23,29,65534,10
5,65326,937,32,9,5,10
5,65319,967,33,11,5,10
5,159,1008,34,8,5,10
5,65073,14822,494,4,5,10
5,65472,506,17,20,65529,10
5,65468,536,18,27,65529,10
5,65447,563,19,23,65529,10
5,65442,593,20,12,65529,10
5,15,480,16,36,65530,10
5,0,510,17,71,65530,10
5,0,540,18,82,65530,10
5,0,570,19,57,65530,10
5,65517,600,20,24,65530,10
5,0,480,16,56,65531,10
5,0,510,17,111,65531,10
5,0,540,18,128,65531,10
5,0,570,19,88,65531,10
5,0,600,20,35,65531,10
5,15,480,16,28,65532,10
5,16,510,17,55,65532,10
5,17,540,18,63,65532,10
5,18,570,19,43,65532,10
5,0,600,20,15,65532,10
5,150,949,32,8,5,10
5,155,978,33,10,5,10
5,65313,996,34,8,5,10
6,65326,937,32,9,5,10
6,65319,967,33,11,5,10
6,159,1008,34,8,5,10
6,65073,14822,494,4,5,10
6,65472,506,17,20,65529,10
6,65468,536,18,27,65529,10
6,65447,563,19,23,65529,10
6,65442,593,20,12,65529,10
6,15,480,16,36,65530,10
6,0,510,17,71,65530,10
6,0,540,18,82,65530,10
6,0,570,19,57,65530,10
6,65517,600,20,24,65530,10
6,0,480,16,56,65531,10
6,0,510,17,111,65531,10
6,0,540,18,128,65531,10
6,0,570,19,88,65531,10
6,0,600,20,35,65531,10
6,15,480,16,28,65532,10
6,16,510,17,55,65532,10
6,17,540,18,63,65532,10
6,18,570,19,43,65532,10
6,0,600,20,15,65532,10
6,150,949,32,8,5,10
6,155,978,33,10,5,10
6,65313,996,34,8,5,10
7,65502,359,12,64,65531,10
7,65499,389,13,75,65531,10
7,65497,418,14,55,65531,10
7,65513,360,12,67,65532,10
7,65512,389,13,81,65532,10
7,65510,419,14,60,65532,10
8,None, None, None, None, None
9,None, None, None, None, None
10,65521,240,8,49,0,10
10,65519,270,9,51,0,10
10,65517,300,10,32,0,10
10,65521,240,8,92,65535,10
10,65519,270,9,96,65535,10
10,65517,300,10,62,65535,10
11,65521,240,8,49,0,10
11,65519,270,9,51,0,10
11,65517,300,10,32,0,10
11,65521,240,8,92,65535,10
11,65519,270,9,96,65535,10
11,65517,300,10,62,65535,10
